date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:15	27918/27918	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226d0e-17955b7d1a3%22	https://zepeto.me/font/notosansjp_medium.eot	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_medium.eot	(from https://zepeto.me/css/zepetome.css)
22:07:15	27918/27918	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226d0e-17955ba84b8%22	https://zepeto.me/font/notosansjp_medium.eot?	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_mediumd41d.eot	(from https://zepeto.me/css/zepetome.css)
22:07:16	4488572/4488572	---MCZ	200	added ('OK')	font/otf	etag:W/%22447d7c-17955b7c79c%22	https://zepeto.me/font/NotoSansJP-Medium.otf	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Medium.otf	(from https://zepeto.me/css/zepetome.css)
22:07:16	3399312/3399312	---M--	200	added ('OK')	font/woff2	etag:W/%2233de90-17955b7c7ac%22	https://zepeto.me/font/NotoSansJP-Medium.woff2	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Medium.woff2	(from https://zepeto.me/css/zepetome.css)
22:07:16	3880768/3880768	---M--	200	added ('OK')	font/woff	etag:W/%223b3740-17955ba7a81%22	https://zepeto.me/font/NotoSansJP-Medium.woff	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Medium.woff	(from https://zepeto.me/css/zepetome.css)
22:07:16	2996/2996	---M--	200	added ('OK')	font/ttf	etag:W/%22bb4-17955b7d1a3%22	https://zepeto.me/font/notosansjp_medium.ttf	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_medium.ttf	(from https://zepeto.me/css/zepetome.css)
22:07:16	14/14	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:20%20GMT	https://zepeto.me/font/notosansjp_medium.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_medium.svg	(from https://zepeto.me/css/zepetome.css)
22:07:16	28514/28514	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226f62-17955b7d1a2%22	https://zepeto.me/font/notosansjp_bold.eot	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_bold.eot	(from https://zepeto.me/css/zepetome.css)
22:07:17	28514/28514	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226f62-17955ba84b7%22	https://zepeto.me/font/notosansjp_bold.eot?	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_boldd41d.eot	(from https://zepeto.me/css/zepetome.css)
22:07:17	4623440/4623440	---MCZ	200	added ('OK')	font/otf	etag:W/%22468c50-17955b7c6c2%22	https://zepeto.me/font/NotoSansJP-Bold.otf	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Bold.otf	(from https://zepeto.me/css/zepetome.css)
22:07:17	3506376/3506376	---M--	200	added ('OK')	font/woff2	etag:W/%223580c8-17955b7c6fb%22	https://zepeto.me/font/NotoSansJP-Bold.woff2	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Bold.woff2	(from https://zepeto.me/css/zepetome.css)
22:07:17	3985472/3985472	---M--	200	added ('OK')	font/woff	etag:W/%223cd040-17955b7c6f2%22	https://zepeto.me/font/NotoSansJP-Bold.woff	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Bold.woff	(from https://zepeto.me/css/zepetome.css)
22:07:18	2984/2984	---M--	200	added ('OK')	font/ttf	etag:W/%22ba8-17955b7d1a2%22	https://zepeto.me/font/notosansjp_bold.ttf	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_bold.ttf	(from https://zepeto.me/css/zepetome.css)
22:07:18	14/14	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:21%20GMT	https://zepeto.me/font/notosansjp_bold.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_bold.svg	(from https://zepeto.me/css/zepetome.css)
22:07:18	28534/28534	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226f76-17955b7d1a1%22	https://zepeto.me/font/notosansjp_black.eot	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_black.eot	(from https://zepeto.me/css/zepetome.css)
22:07:18	28534/28534	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226f76-17955ba84b7%22	https://zepeto.me/font/notosansjp_black.eot?	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_blackd41d.eot	(from https://zepeto.me/css/zepetome.css)
22:07:19	4799288/4799288	---MCZ	200	added ('OK')	font/otf	etag:W/%22493b38-17955b7c5e6%22	https://zepeto.me/font/NotoSansJP-Black.otf	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Black.otf	(from https://zepeto.me/css/zepetome.css)
22:07:19	3548980/3548980	---M--	200	added ('OK')	font/woff2	etag:W/%22362734-17955ba791d%22	https://zepeto.me/font/NotoSansJP-Black.woff2	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Black.woff2	(from https://zepeto.me/css/zepetome.css)
22:07:19	4058816/4058816	---M--	200	added ('OK')	font/woff	etag:W/%223deec0-17955b4e4bb%22	https://zepeto.me/font/NotoSansJP-Black.woff	C:/My%20Web%20Sites/zepeto/zepeto.me/font/NotoSansJP-Black.woff	(from https://zepeto.me/css/zepetome.css)
22:07:19	2980/2980	---M--	200	added ('OK')	font/ttf	etag:W/%22ba4-17955ba84b7%22	https://zepeto.me/font/notosansjp_black.ttf	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_black.ttf	(from https://zepeto.me/css/zepetome.css)
22:07:19	14/14	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:23%20GMT	https://zepeto.me/font/notosansjp_black.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/font/notosansjp_black.svg	(from https://zepeto.me/css/zepetome.css)
22:07:20	2958/2958	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b8e-17955ba8638%22	https://zepeto.me/img/zepeto_logo.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/zepeto_logo.svg	(from https://zepeto.me/css/zepetome.css)
22:07:20	302/302	---M--	200	added ('OK')	image/svg+xml	etag:W/%2212e-17955b4f3da%22	https://zepeto.me/img/hamburger_500.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/hamburger_500.svg	(from https://zepeto.me/css/zepetome.css)
22:07:20	316/316	---M--	200	added ('OK')	image/svg+xml	etag:W/%2213c-17955ba862a%22	https://zepeto.me/img/hamburger.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/hamburger.svg	(from https://zepeto.me/css/zepetome.css)
22:07:20	804/804	---M--	200	added ('OK')	image/png	etag:W/%22324-17955ba8637%22	https://zepeto.me/img/stroke_btn.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/stroke_btn.png	(from https://zepeto.me/css/zepetome.css)
22:07:20	263/263	---M--	200	added ('OK')	image/svg+xml	etag:W/%22107-17955ba8637%22	https://zepeto.me/img/stroke_btn_800.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/stroke_btn_800.svg	(from https://zepeto.me/css/zepetome.css)
22:07:21	1040/1040	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22410-17955ba8637%22	https://zepeto.me/img/tweeter_btn.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/tweeter_btn.svg	(from https://zepeto.me/css/zepetome.css)
22:07:21	558/558	---M--	200	added ('OK')	image/svg+xml	etag:W/%2222e-17955b4f3f0%22	https://zepeto.me/img/tiktok_btn.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/tiktok_btn.svg	(from https://zepeto.me/css/zepetome.css)
22:07:21	1377/1377	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22561-17955b4f3f1%22	https://zepeto.me/img/youtube_btn.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/youtube_btn.svg	(from https://zepeto.me/css/zepetome.css)
22:07:21	1890/1890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22762-17955b4f3dd%22	https://zepeto.me/img/instagram_btn.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/instagram_btn.svg	(from https://zepeto.me/css/zepetome.css)
22:07:21	310/310	---M--	200	added ('OK')	image/svg+xml	etag:W/%22136-17955b4f3f0%22	https://zepeto.me/img/toggle_down.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/toggle_down.svg	(from https://zepeto.me/css/zepetome.css)
22:07:22	293519/293519	---M--	200	added ('OK')	image/png	etag:W/%2247a8f-17955b4f3dd%22	https://zepeto.me/img/img_phone_pc.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/img_phone_pc.png	(from https://zepeto.me/css/zepetome.css)
22:07:22	186809/186809	---M--	200	added ('OK')	image/png	etag:W/%222d9b9-17955ba862d%22	https://zepeto.me/img/img_phone_mobile.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/img_phone_mobile.png	(from https://zepeto.me/css/zepetome.css)
22:07:22	14852/14852	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223a04-17955ba84bd%22	https://zepeto.me/img/applestore_btn.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/applestore_btn.svg	(from https://zepeto.me/css/zepetome.css)
22:07:22	9258/9258	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22242a-17955ba862a%22	https://zepeto.me/img/googleplay_btn.svg	C:/My%20Web%20Sites/zepeto/zepeto.me/img/googleplay_btn.svg	(from https://zepeto.me/css/zepetome.css)
22:07:23	4065/4065	---M--	200	added ('OK')	image/png	etag:W/%22fe1-17955ba861b%22	https://zepeto.me/img/btn_download.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/btn_download.png	(from https://zepeto.me/css/zepetome.css)
22:07:23	3791/3791	---M--	200	added ('OK')	image/png	etag:W/%22ecf-17955ba861c%22	https://zepeto.me/img/btn_download_mb.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/btn_download_mb.png	(from https://zepeto.me/css/zepetome.css)
22:07:23	216689/216689	---M--	200	added ('OK')	image/png	etag:W/%2234e71-17955ba8637%22	https://zepeto.me/img/spaceship_ico.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/spaceship_ico.png	(from https://zepeto.me/css/zepetome.css)
22:07:23	1500429/1500429	---M--	200	added ('OK')	image/png	etag:W/%2216e50d-17955ba862a%22	https://zepeto.me/img/globe_ico.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/globe_ico.png	(from https://zepeto.me/css/zepetome.css)
22:07:24	3482071/3482071	---M--	200	added ('OK')	image/png	etag:W/%223521d7-17955ba8517%22	https://zepeto.me/img/avatar_1.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/avatar_1.png	(from https://zepeto.me/css/zepetome.css)
22:07:24	534630/534630	---M--	200	added ('OK')	image/png	etag:W/%2282866-17955ba8635%22	https://zepeto.me/img/rainbow_ico.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/rainbow_ico.png	(from https://zepeto.me/css/zepetome.css)
22:07:24	3951990/3951990	---M--	200	added ('OK')	image/png	etag:W/%223c4d76-17955b4f283%22	https://zepeto.me/img/avatar_2.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/avatar_2.png	(from https://zepeto.me/css/zepetome.css)
22:07:24	5318849/5318849	---M--	200	added ('OK')	image/png	etag:W/%225128c1-17955b4f320%22	https://zepeto.me/img/avatar_3.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/avatar_3.png	(from https://zepeto.me/css/zepetome.css)
22:07:24	5020040/5020040	---M--	200	added ('OK')	image/png	etag:W/%224c9988-17955b4f3c9%22	https://zepeto.me/img/avatar_4.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/avatar_4.png	(from https://zepeto.me/css/zepetome.css)
22:07:25	187962/187962	---M--	200	added ('OK')	image/png	etag:W/%222de3a-17955b4f3cb%22	https://zepeto.me/img/gem_ico.png	C:/My%20Web%20Sites/zepeto/zepeto.me/img/gem_ico.png	(from https://zepeto.me/css/zepetome.css)
22:07:25	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:28%20GMT	https://zepeto.me/terms	C:/My%20Web%20Sites/zepeto/zepeto.me/terms	(from https://zepeto.me/?language=ko)
22:07:25	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:29%20GMT	https://zepeto.me/terms	C:/My%20Web%20Sites/zepeto/zepeto.me/terms	(from https://zepeto.me/?language=ko)
22:07:25	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:29%20GMT	https://zepeto.me/privacy	C:/My%20Web%20Sites/zepeto/zepeto.me/privacy	(from https://zepeto.me/?language=ko)
22:07:26	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:29%20GMT	https://zepeto.me/terms	C:/My%20Web%20Sites/zepeto/zepeto.me/terms	(from https://zepeto.me/?language=en)
22:07:26	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:29%20GMT	https://zepeto.me/terms	C:/My%20Web%20Sites/zepeto/zepeto.me/terms	(from https://zepeto.me/?language=en)
22:07:26	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:30%20GMT	https://zepeto.me/privacy	C:/My%20Web%20Sites/zepeto/zepeto.me/privacy	(from https://zepeto.me/?language=en)
22:07:26	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:30%20GMT	https://zepeto.me/terms	C:/My%20Web%20Sites/zepeto/zepeto.me/terms	(from https://zepeto.me/?language=ja)
22:07:27	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:30%20GMT	https://zepeto.me/terms	C:/My%20Web%20Sites/zepeto/zepeto.me/terms	(from https://zepeto.me/?language=ja)
22:07:27	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:30%20GMT	https://zepeto.me/privacy	C:/My%20Web%20Sites/zepeto/zepeto.me/privacy	(from https://zepeto.me/?language=ja)
22:07:27	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:31%20GMT	https://zepeto.me/terms	C:/My%20Web%20Sites/zepeto/zepeto.me/terms	(from https://zepeto.me/?language=zh)
22:07:28	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:31%20GMT	https://zepeto.me/terms	C:/My%20Web%20Sites/zepeto/zepeto.me/terms	(from https://zepeto.me/?language=zh)
22:07:28	156/156	---M--	302	error ('Found')	text/html	date:Thu,%2025%20Nov%202021%2013:07:31%20GMT	https://zepeto.me/privacy	C:/My%20Web%20Sites/zepeto/zepeto.me/privacy	(from https://zepeto.me/?language=zh)
